trial,msg_len,message_bits,digest_hex
220,99,101001110100010101110010101000110001001111111110111100111110010011000010101011000011001111111010110,07343f00201112a0590d81c30f90c504e0cd05c1072d9
221,93,010011001110001000010100111010101010110011110000010011011111011111100011000000011101110111011,12e00b35b04402f0050dc5790fe0730ae05a0ce0e8068
222,85,1101100110100101011010000001110001100010010111010111111000010010111110001100001010010,2ac1c12151981c604503507d1a71ec0100c902f065021
223,69,100011100001011100110011010110100101110001010011101111001000001100010,08c0d102905b1852e503511107c05b0492500330ad417
224,70,1101101010011001111001101000001011100010111001001100001100000011110101,2701050da16a2ed04b0a40110290380b108b1341d11af
225,117,101101001000011001111101100111001010001100011100010010101010001000111011110101011111011011110001110100101001110110001,14b04e0a62010cd1dd0c01410ac00e0311a51ba03f285
226,115,1101101011111001010110100101111100000011101101110111000100101101111011111100010111100100101001110010001001100001000,0b40f607d19414f0c525c03f2891ef04409b11e03d0dc
227,122,11111110010110010101011011011100011110011111111011011110001110011111101110110001000011110101010001010100010011111110001010,02d11f0b40230fc0722f10590483221400311161f4137
228,67,0010000110000110000010010000001100010110001001100101100110111101100,0e808113908105b11614e0071230ac1fe0a312f24422c
229,121,1011111011110111000110011101011101111110001001000001110100100001000111101011001000000001110001001010111110000100001001001,17d09c0d10df0a400826a05616506915c2e00c8060191
230,97,0100011100000111000110110001001001111111001010110011111110110110111001001011000010110100010110101,11c06407d0200170d92511ea09b09f0050540ef5ae081
231,74,10000000011001110000001111110011110000010011001111001101000000011010100011,24205e00c0430c011e14d1950330c209336f0a709c20e
232,67,1111011001111001101101110010101011100100101010101000001111010010001,13e0ac00121a14007830408313d26213b00409603b104
233,100,1100000010010000101010001010010110111001111000010010111011111111010101111101010011100010011100101000,3df2e409903004614f1710540180cc0141090d10a419c
234,64,0011010001111100001000111111110100010001011100100000001110100100,0390ba0380650732dc23300035a0c706105319411d15f
235,126,001010000010110100101110110001110001011100101001101001000100010000010010001110001000111011111101000111111000111001100100000001,0972fa0790cc04c02a19d1632d91b41930770a702e042
236,75,101011111110111101110100101100011100001010111000001110000101000000110010101,12518d08811918603501018d10c0230c146708a0950d8
237,105,110001100101001100010111011011010010100101000000010111111110100111011011100011010101001101001010011111011,1c206804600723f10010203407d21d1b915c0ed1d009f
238,116,10000001110100111001010011000110010111011011001111111100011000010001111111000111011111000010001011011101001011101110,0270783f532f0b902d17b19400401614a10705f13a03b
239,92,00001010110011010110011110101001110011101011011110101010000111101010001110011010111010010010,06605810407c0df2440b71c81410aa18515918b1210a3
240,87,010010011010010001010111010110100001100011101001000110101010101100001010001000001101111,0ce1ed0e317433e06516a0ab06d1bd0240f705e0b30da
241,78,110011011100111000010011111110011000100010010000101101010011101011000010110010,10f0410d513812b0802761b91151770010ee0de244025
242,76,1000111111010110111011001001100011011010101111100101110001110000101011010001,14203c01523e1f30130c908215b22d0990572d011107d
243,117,001100111010110010100110010011000101101001111011101000001101000100110010110101001001100101010100110011101010001100100,0e413d0f000d21526c11403636c0581a602107210d007
244,93,111111001110000100001101111110111011011111011010011010010100100010101101010101000101100001111,4ce03a39b05d06d1a20420620911b708607305a054058
245,122,10110110111110010110100001000001100001001011101110111101110111010100111001110110000110111011110101110010000000111101000101,1510bb08d35d06d09c1b80042350a905a00b172032257
246,88,1110100000100101110001010101000111111111101111111110101001110101011001110101110011011000,0ee14501420f15908107409e22526c0a51ee0eb014092
247,90,000010010111011100001011111000100000001100000111011001110110000100010101111001000001000101,20e17f0410d20180f001d3090f000a2980031850aa166
248,124,1111101110000110100101111010010000100101001100111010000101111010001010111111001011100101000011010111110011110010010110111101,10b06a0fb05703f2a610506f0d92550dd0b113c147198
249,102,000001111001110010001010100001011001111101010011110010010010100011101011000110110100000001010010110101,1b809006103f02501f01711c0c400920552410717312a
250,91,0101110100000010001100111000011010101100110101100110110100000101011001011100111100101000111,1d203208206609512713027a0590e005804336a1f4075
251,76,0110010101111001011001000110110000001110010111000101100001101000011101111000,0af1b213724810539f0061660641120cf0160c106c080
252,95,00000010010100000101011111101010101010000000011000111000010000111010101011010001101110111101001,0e909300c21b05819646d0a008c09d19815f00109a0a0
253,116,10110110101100111010101110110101011100001111010111010100001100110000011001000010001110111101111101100010101100101101,12d24007900d03810f0ed1200230560283580d424a19a
254,104,01010110000010101110110010011110011000001110011100111000001010100110101110010100000000111101101110111110,07407d02c1580cb00a13f16200905a21f44324605a0a7
255,125,00011101111001100100100110100010011110101100110011010001000001101100100011001100001111110010100000000101011110101001111111011,00015421321c00c2f40bb16c0b700d01402910319d1ad
256,104,11101111101111110111010001000101011010110000100011101101011101101001000100101111000011101111100100110011,58f01d1ce1510b400309e00502923604703607a1f208d
257,86,10101111000000100110101011010101110001111011111110101110001010111101000010101100000101,0df11514305707317413e1054070c81140760e90bd041
258,86,01111010110100001010111000000101111100100010011101011000010110001010100010011000101000,10705a0e008319b36218804a0180a40971041e6210019
259,69,100100111101101000110010001101101000100110011111001100100100001000010,1470231300d009a08a1570a90f80d502706c3e21721b8
260,112,0100000001110111011011111110111001110110001111010001111010111011011000111111010101110110100110111110001110111100,03d12812f27513620300400128808706900720d093195
261,105,111101000111010001000110001000000010100011011010010001100011011000110000001101111101010000011000011001101,0f003912310d0062f20e009305b0a009b0ce03d2dd2b6
262,76,0110101011111010101010001000010000100110110100111001010001011001001010011011,09107a1421782d904a02f0f80572fc07f00a0a50c42a6
263,70,0011011110010011111000111110111010000100111001010010101001111011101000,01316604e35b07c05f0a11e513709a0201d31c70b3137
264,105,001001100010000101000001110011111111001111100011000101001110001010101101011000101111011010010101011111011,22f0270b52f30d904712d0960c018e0a012e1da11d004
265,86,01010111111011001100011000010100110110111001110100110011011110110001101000011010111100,0991564121da08305502c0fe1951870600010811c6055
266,74,01110011000011001011000011001110000100011101000011101101000001110001010000,08850a0260590a831c1e60aa00807606618d0bd01d049
267,64,1011110010111001001001011100101111011110110001100111010111101001,08014f42c0310ec01b07802602314644a0bc173041005
268,112,0100000001100100010101100011000110001011011000001111001101011011110000101000011110101110000110000111100101100110,07e02406f1d20a113a41f0200d11e70ca0cc02d0c91b9
269,112,0100000010011000111000111001011010001101011110010101110100001101110101010000010000010101011111110110110001101010,05e1681f604f18d0780d813e01a1cd1401d80cf0f6110
270,104,01110000010000100010011001001101111000011100010110111000110011111110001011000100001101100110011001001011,04b0181001760f707d0730af0032e10a613913f275211
271,77,01010100100110100011010001010100111010111100100111110111101101101001100110000,17f0d01161503c31650980b40c010112f100045061039
272,71,01101101011101001001100010100010101000001100010010000011010001011000100,1630340ca1500f00c70350ce08f1482900c62d10b40da
273,98,00001100011100100100100101010111001100010111101000011001110100010110111011010100100111101111111010,06b15e1fc0d304607820506002401d19004a1f70b6375
274,77,11001111000110111101011010010000100011001011010011100110100011000001001100101,09a2a40c50570611900a310217910d11612c04609d25d
275,78,101001111000111011111001111111000100000100011101011111111101000010100011011101,3451760841540d206d2202620ab0200dc00812e01f0a7
276,122,10101100110101011010011000010100110001001110101010010111010000000001011010010000010101111010111011111110101000000001010000,0a20310e706e16c0c33d115d0770b40e92f801413b018
277,127,1010100001111011101101111011010100001010010010111001110111100011000001100000000100001001000011000110101001101001101101010000010,14813801b0bb16606e05402e1d911e01a00c4771e50d3
278,95,00010110101111001010001001000001000001100100001100010011000111000000011001001001101011111010000,1e51971c30030331f123d04401103202f3450ab05415d
279,102,000111010010101010110010010110011110011000100011111011100001000100010010010110010010001111110110101011,03f0a605703e1151450920220ac0f12ab0d40520d652d
280,96,001110100001101000101001100110000101101100000100100011110010111010010010001110000001100000101011,0b40c419500f1dc0230e406b13f0920000303e91a91fb
281,117,100111000000110111110001110110111110111010010011110010000011101110101100010111001001001101111101100111100110100101100,08709940921d0830930150e007c17207423c04611c0a6
282,112,0000000110000100000001111110101100000010101100110011011100111011110101110110000111101001100000000100101110000010,17803109f04000d11b16310915608509b01f17a177454
283,101,10010100000101000010010111001001011101011011001000110010011000111010110111001110000110101110001011111,13c05c19507408d3ba1851ad11204e0f215202c07f090
284,96,111111101101011111111101001110010001001100001010100101011100111111000110001000111100111111000011,0070802a511923b19606303512c150071058289029152
285,92,11100100110010100100110001110000000101001111011111110110010101100100110011000010101011010111,0ba25c18909c07416204a0491a515a16819600417f0d5
286,111,001011011010111000110010010101010100101100101000100100010010110110000011101001010010001100010110111110110111101,25720d0ed0152461cb04128908820604f04800103405e
287,104,00001000010011001111110011010101001000100110110011001110100111101101001011111011011000100111111001110000,09b01733d01e03d04e0a50fe60d1020110e905e001155
288,115,1110111001011111110110000110011011001111100100011100000010110001110111000101011000011110010001101010101000000111011,13708c12a11708800d1290290ff01310316b0815b8053
289,79,0011011111010100111111101010000111000110011001111101000100101111111001000111111,00600038c2f30e803701507627b18711d04908415a082
290,120,110001111000100101110000110000100010011010010101011101011001100010101001100010101100100000000001011110100100111110000111,11501f14a0b805d2840b71691f31dc11719a0270650b4
291,96,100011000011100100000001110110010000001010110010100010101110110010100110100110101110001110110000,02a10f28224405410500d01102f0e81dc05c1701a521e
292,123,101011111101110011111110101111011101001111100011111000001101100110000011110001010111011000010111111101010011010010011110101,12812104a1da0573672b20f70fb0041ca0380bc02803d
293,85,0011011110001001010011101011001110011000001111011000001110100111000000010011100111101,2ce1090490f31a907601202914311d12b0e509e2a30d9
294,93,101111010010011111010101111111010011111011101000110111100100000001000101000100001001011101100,00b09e0e41d101102431e0800e109b07912c4ab0050f5
295,124,1010011010101001001100010111110111110010110000111000011010100000111010011010000010100111010001111001111011000010100101001101,3d70dc11b0090060a00f002410f0c22c10232cd0bc02a
296,75,111111110111000101001010011101110100111001010111010111110111010010010110101,2ae0b103c0150e40b025b14804846009d0ac07f09b006
297,79,1101110010000001110111101100001111001101010001001101101010011101110110011001001,0250260672650160b24f20b32c91d70440780ab01305b
298,120,011110101110100110110100011001111110001110010101100101000000110011010111101100101000110101101010110010100100100110011011,1440c610a23d02106000d0e31741f80801d001c146218
299,107,11001111010101111101010010011000101101111111001000001100110100111111110111110011111000001010001111111001001,09e05806317b0f20331630c40413f504d0de1fa04323c
300,83,11111101010101000011011010000000011010101100000101000100010011011101000110101111111,1a803c00012c20b0311c710207f15c40705d00e182014
301,120,010111111001011110001010010000111010011101011100111101101010111110111111000111010101000100010111011010111000111000101100,3671ab1080650340f824e0820731370310d415d050121
302,107,10100100011100000100100110011011011110111010001101101010100110011010011100111011100101010000111101101100110,1780130220b10c81bf0162b418917c0a40b932c0a5016
303,104,11110101110011100111100110001101011010001111011010111011111100001111000101101110011100010110100101110101,13e00b1d40200571ff21c0621721c71002580110770cd
304,76,1010110000111001000110111111111000010100010101111100111000011100011000110111,00803c2bf01204e03901708210f29621c0fe07b38b0fe
305,81,011001100111000001101010010011001000111000001101111000110010011000000100110001010,15a1550f90ab0330a909e0b311104f18c14e2a900728f
306,124,0001101111001111100101010010010101010101100111101110001011000110001100011010101011011001001100100001001111000101011110000111,1240310460e206e37c00d11612a0450d503210942f0c1
307,80,00010010101100011010110000000100111010000011001110011011000101011001000000010001,09510213b0960500380261e03a001f04001b1ca2231fc
308,100,1000011001010011000001011010111001101010110111001101101010001011111111100100111001010010101101011001,0940a70e814042a05303702601304b07f0cf2ae0ac2b6
309,70,0011101010011000100001011011100100101101110111010010010101101010110011,05c0011eb0d61391f51050813cd15a04707402314a0d6
310,110,01011100100010101001001110101111101110101111000111110110111110010101110110101011111101011100110011001000100011,00b0f32b80bf06f1f000a0f80060291990d30212ea27d
311,77,11110111111100010001101001001010111010111110110011100000010001101101101000011,04a1df18c02308b35734503c0681160ff01f00807f19b
312,67,0111110110100100111110000000010100011001011011110010010010100100010,09100604b0ed08b11200504818906115400902b2e45e7
313,76,0001000100111001101110100100000111110110001110100000101011111100000100101111,0860550a911019922a07b17c0334130b005302a0851b3
314,81,011010110110100110100001001101110011111010010111001011100011001110101001111000101,35413c2a50131111531460a103602008511619908005b
315,67,1011001100110111010000100001000010010000000001000100100011111000111,0d90350e61031840451521350e50680c231617c0df131
316,96,111101101001001001100111011010110101010010010111000111001110001111001001101001000110100001110101,2411100940ab0051e31d322912b0b00e210e1000b8003
317,70,0110010100010010011001110001111011110000001000111101001010101110111011,0dd0020f02b72fc0df0381f608407f0542780d90bd005
318,68,10101111110100100111011001110001110000101101100001100100001110001010,1ff1131801d72c809e06107c00e12200e05329410801f
319,81,111010000011011110100000011101010000101100001100110001100101000101111111100000010,12013130217113d0d528d0fe0110b91970a9061026007
320,125,11101101000110011001000011010010111100101001011100010011000000101011110101001100100000011000110001000101100110001101000010110,0f91571d932f3650ce0da0010cb0740f804304803f090
321,126,000110110111001010111110100001010011101110000111000101000101001111001110011110011001111001101111111001111101110000111001010111,1cf0d705c1fe0371a94990be07e03122c02602e05903b
322,110,11111100010111011110011000100100001000101101010110110110011101010011100101110111010111001101001101101111000100,18f00d0f31700501fd0ca06c24d1d100c13d05f098219
323,121,0000110011101111001111000111110100000000000000010011010110110111101001100111110101010100010111001001101101000011000111010,0ba0e40081b50511910480e50361d91d218805c163266
324,90,100100101110100110101001111111100100010110011110010110001100101111100001001101000111010010,0d20f20340b102903c1070841491fa0a93681750b81de
325,97,1010100010011111110111000111111111010010101000001000110101010011000011001101000011001111011100001,0781920b501501c07c2320b202f18c0b049403f241029
326,76,0010100100100100010010010010101110010110001000111110011111111000000110110111,26401449f03a1ab19a0610470ad0552c004407f01f016
327,70,0100001011011001011001101101101100111100110001110111110000110010000101,02f18e0951d600c16d48504100e2d51330000670330e0
328,108,010011011011100010100010011110000101001000110111111011111110010100111010100111010111011010100000000001011011,2a020a0a606401a0c50760e14750aa09304509a0dd0a0
329,117,001100000011111011010001001001000110011101011100000110001100100101110010110011100010100001010011100001010100000101111,00f0070f61ba15b04546905204d00002b24e0c530204a
330,127,1001011000011001011001010001001110100100101011011010101100011011111001101110101010111100111110001100011010111101101101011111010,10a0492d011e1224251190180c302308c01109702c1f9
331,128,11000101101000111000110001101000011110000111010011111011010111101110110010010001000010100000011000100010100101010111001001001011,0571190230990e206e17d09c3b71d700137602b01a11c
332,66,010011000101001111000000100100111111101110100100001110110110010011,12001e11e12c08900500b08b01b0840c75320b02f2113
333,115,1100101000111010101101100001110010111110100010101010101010011001011110000110100001111011111010000111010100011101001,09d0140f010f1dd1ec0e229b00713f1f100b10a04a16c
334,67,1000111111000010110110110100101000111011110111001100111110001111111,0e71bb01529126400401919e2531a90150b410d0030bb
335,92,11111001110110100101100110111010011001000011011111000010011010011011100000101100110100111100,1e603905e33b0b919b18200314c01b0e800609b252123
336,101,11001101101110100010000001111000101001011111001000110101011101010110010100110001111011011011101111100,0851041a612f2b12c10380c803d05f0e10460120a62b0
337,95,11111000011010011000001010000001101111110100101000111000001000001110000101001111001000111101001,0ca0cd09107b00c09907615804e04900275f24e07f01e
338,81,010101011000000011111010110000000010011000010001001101101001100000001110111101101,0461db04a05d03d00e0380244fc0810e62c41ac175043
339,73,0001000110000011101011100011010011111101110100000000110011100010001101010,05604b01120401914303d13208c10717c0a3050620055
340,112,1000110011000000001011010101101110110000110001011011110101011100111110110010011010110010101111100001011110000010,37b0e831003b0000de07204a00508203e1ea0a61dc181
341,115,0100011010011011101011101010101110011101000111000110100110101000111011010000101110001110100101000010100010010101010,15917b01a0fe32f0ac02b22d2ca1f906201202303204d
342,69,100110100100101101110001111011111100010000100000010100010110010101111,06a3171e003c05425d06809d0e823f01717e1b702c005
343,121,1100100100101001011010101011000110000110000011100101110101010001010011101100001000001011000111000010100001010011101111101,18f0a103e13401d1080621a30a10d108907a0b11bb44c
344,115,0110101100101100001100110100011100110101100011010110011000011011001111000111101111001110101011011000101110100010011,0040aa13117c01a0c315a05702019405803557c121130
345,99,001010111010111001000001100011101110011110110100001111011111111101111011100111011011001101001001101,06018106e06b1ee17d17720004701f0172ee0e5173098
346,119,11010010110100111010111101100001011011100101100011010000110001110011111111000000101010111011011011001101110101110100110,08801b0aa1180701980042092a61c512c0951bf11e076
347,107,10111101100111100111000110011110110010010000100111001000100001110001111000111011011110100110000100111111000,1d32920250290191b70ba03f0ef0831d22df07b1a7037
348,126,011011001001001011000110110110011010001010010111011000100111100000111011001000011110001010000011010111111110100011100001011111,05b1240cc0ab1aa1961ce0cc1b60ce0e710f10816803e
349,80,11110010110011101110000000101111101100010010001111001110100101001110101000110100,0c40b20bd0e806f04a04a01e0b45ed02a09e0b61f31aa
350,112,0111110000100110001011010010110110100111100101000001110011100100001011010110111011100110000110100100011111001101,1c11790100cc0ac05e01928118907406f0a407322c290
351,89,00101001011001110100101101100100110110010001101101011100111010000001000111010001011101111,03106904e0fe2840d904414f0001030530e40c807d5a3
352,67,0010010110110100011110001011001011001111100010111101111101001110110,48103600f36902500c0090e117c09209625c0660490ff
353,98,11011100011111010011100011011001001001110100101001110111001001111010000101110110001010101010111010,3ad1990472210271500b60c61a20b001e15b0330910c8
354,91,0011111010011011011000101011011110110001101101101100000101101010011110100101000110001101000,11619d2d30100fb11c25213300e06c02c00c0922c70bc
355,120,110111111110011001100011000000011000010101000101111110110110000001000111101000000111010110011000001001111000010111000001,28a08e0d20030d70311b708a05a1970561eb3e302b084
356,87,100000011100111001010000101100110111100011110110010010000001000100110011110010111011010,1111900bf05d2000082730fe2212cf04708e06b00c087
357,122,10101010010111001111010110111100000001001100101010110010010010010010000100011010011111111011111000010110011001110000011101,00d1630030bc04b0810a50ea00d1291c317168704c030
358,91,1111011100110011011000010101110100111001111001110001010010000100101111110110101100000100110,03102104f1470622930b704f0b803207508a1064742b0
359,100,0110100101000001100010101010110000000110101111111000000100100011101001111111101100110011111010010011,14a07f01a10e2ee05c1440632220c11e606f0c71710a6
360,96,001111011110111111010100111000100111101110100010001010000101100111011010001101100011001101110001,0b44580530190231d10960a12e303a06e0371f70b70e4
361,117,100011101110111100001101001010010110110111001010010010011100000010100010110110011011011101001000101110001111110111100,1011e401337121224d0b50cd1010a504d0910220240e4
362,104,00000110000011111011001100001111001011001011100000101101100110000100010001011011000010011101011011010111,0da15b0420172c201d1d22b00380650b7123041007349
363,120,110010101100001011101010110100110001100111001000111000000101010110010001001010100001011100101110101001001110000100110000,13f22e1630d935224d09e03a03e0290cf09301a11a0da
364,65,01111011000111100111001001101100010101100111010110011010110011100,0ea0b802d00100505c1252050c80c23e509833501f143
365,81,110001110000000100010100111001000110111001111111000010010000010001100001010110100,00d1e41d22b81bb07e09830604f04103b00c0e91160ce
366,85,0011101111101110110001000000100110011010001001001100101011110100100101111011000100110,1bd1261220801440f315715212212010f01f19a0ba0d0
367,77,11111110101111010010101110100101010000010011000110011110100011000011011110011,18b10c0980530450f51af3020a60ff01c1a210c1e5039
368,69,001110011010110001010011011100011111100001110111101100100011001010101,19d05303d02000b0740080b85cb2ce0d00fb12306807e
369,98,00100001111100100011001001110001001010011011100111011101011001000011000100000111100110000101110000,5e108d0690470780b709d1e30c603c0210601e7169059
370,69,001001000011011110000100101000100111111100011000111110101010001101111,0c63eb0250ba17822f12b1121de07d0d30150b706a020
371,85,1000001011001111101110110110111011110001011111010110010000111010010011110111111000010,03900f2e70530fd3f519f2730b71c700602305000c06d
372,78,101000010110100011101110011010111001101101100110010011101111011110011000011011,41324403a10010532a0750b404303805407116e00a057
373,97,1110011010000010111101101110011100111100111100000001001010111111111101100001001011010010001010010,18634701322109616108006c0ac11804807c313027053
374,114,000011100010110010111111010110000010000011111001001111100011010100000011100001100001100100110001110101111010101010,31f0db1930701bd10f0790a70ca1fe0240ab00c17e0ef
375,68,10101001101011100101111010101011111000000101101001011010100100101011,16710402940c29601127300b1870a50290a60590c501b
376,124,1010000000000011100110101010100111000000111010010101000010111110110001101010011000011101110111101000100010101101011100101001,07b0a429a10806b32505f05e0e10551a81b107013c0af
377,108,011001001100111111100001110100001000100001000000110001000011011000001101100000100011100100100111000110111010,0590ab08d3e506a00012603e01f17325203a43901a043
378,81,101010000100100100011010011101100011100110000011000100100001110000011011011011011,09d4ef0060a00c00a006b0a40cc1970f11281590ee095
379,71,00000101101000001010000101100110001101000001000110100101101101100000010,0ba0013741c90e703b05325d08a0f403107b11616d181
380,103,1011001111000000011011001001101100001010111010100111011100100100010100010001000100111101011101011111110,01921415133608c1911c907110b05a1f901b009115056
381,76,1100100100101111000010000000110111111111001111001000000100100011001001010101,0e827e01e00e0200392b00470ab16609417f1aa2f6051
382,92,01101110011001001110001101100101100011001001111010001110011011100101101010110101101011110101,02002b09d1053571890ee0020d204719130b1640cf054
383,69,011001000000010001010011001000111100110111110101101110010100101101111,17511308803805000e00a03c29813b29811623010e14f
384,104,00000110111000011111100110110100110111011011000001001100000010100000001010000000001010010000110010111101,2750c020206202206c0450361e70140921c501b16c37d
385,105,111011011011000011101001100111000001000111001010001111101011100101110010000110000011101001111110000010110,01213d09923b22c1d52d206102602d22002c16b016082
386,82,1011001101101011101001101100110111111111001111010011100101001101011100110100101110,1ae14629d1ac17c14415601f0741590cb18500e036026
387,81,001001100111000000111101011000000101011100011110000101000111110000010000111010011,10d06e09d0b200511100701110708602f1c05f21e10b1
388,92,01001000001001010010010000000001100100100100011101001000111100101000100111101010100110011100,01809a0e004c16a22a0c41a50a510b2aa0c41bc0eb057
389,101,11101001110100110001000100001110011110111010011111100011100010101101111100110111111010011000100110110,2bf13903105e00f0990760830df16d2721820ff244050
390,125,00000000101010000100111110011111011010001110100001100001000111100010000001000010011101111100101101101000100011111010110101100,20309b03d1a318d2cb05e1070720390091e41dd0ee05b
391,89,11010000100101101010000111010011001101000110101000101011101011001001100100001001111100101,14109c02a1f902247709a06800801c0192c027c07f064
392,64,1000110110100001100100001101001111111001010000001001011100100010,0501c11d02cc0bf0991de03c20d0af05110201406a14e
393,65,00011000101110110101111011001001010011111001111111101110010101101,09644b0fa0e11400310bd05e0740a50670a21d725a05d
394,96,111000100100011111111010001101011101011110000101110011000001010000111010110100111100101000010011,12a13565211d03e0c10e403204201401105301512c21a
395,78,011011111111011011110001001101011000100010001010010111110010000100010100000010,12b05221d0712ef0380a907d10300f04d05c0d00d6441
396,106,1010011101000000011000000110011010100100100100101011101111011011010110110111000111010111100010011011111111,0d71bf15124b0d600c05d17a0820200771701da07d22f
397,99,110000101101011100100011101011010110001101100111100000101011111110111100111001011011011011001100100,0a70fc0650494cd0990840a007d0e41011160af09925d
398,84,110111100010011010111110010101001000100001110110111111100111010111111011101001001110,0e425c01432f06208f08711500b0a21370190823840e7
399,71,00000110101010011110111111100011011001100010011010101010010110001100001,06c36410b00412e18911912107601c0fe06318523307e
400,119,01001000001101001010100100011111011111100010010110110111000011101110101001000100010000010111010001100111011101010001110,07704a0e624b3b00110c304e1d904215410f1d307f066
401,92,01001111001011100100001011011111011000110001111101010101001000111101101100110011111010000000,0120380060510020e131f2b40ac0870cd3611d907f0e7
402,90,000100110000100110101110101111001111100000100110010100101111111000011111011000111001101110,01001f14d13a0ce1491482de10408410113f1841b1009
403,103,0000101010110001100001010100111011010011110000110000001100010100000110001001110100101110110110110111100,1440750993360ef1590b311b1b800f0ce05a15d0fe10f
404,122,10011010111000011011110011110101110110110010100110101010111010110000110100111101000101010111010000011001011100110111110011,1742260370300442010d90710a302002206212c0b3542
405,76,0011000000011011000111000000101000111111111011100010100100000101000011000101,2bf1032b41bc19001702f2a501b03108b00f1e3021063
406,93,000110101111001011001011010110111101101010010010100011000011111111000000011100011111000001011,0a71223470dc11921806c02f12d12c20a0190c50320cf
407,109,0100110000000000110110001000101101011111100000001110100010011011100010011011101101010000110100101000101010011,1aa37502c06f1770a213107609307b0040ae01828921c
408,124,0101010001101011101111101001110110110000010000101101010010110000001111001001110010011101111110001011101010010100001100110001,1820a131c0090e901103101308134c0af2740ee04d148
409,126,001000001011111110110010010010000001101000010000010010100100010101111100001011001000100011001010111101110111000101111100110100,2920b00c200d33d04902506103f1dd0c41e318a127067
410,88,0111011010011001010000111101111001011100011000110101011011010111110100111000111111100001,05f20d0b324302b01e29b01c0ed46813704f03001a06f
411,106,1111110110001010001010000011101001110100000001010111000011111001101011110101000110011010110110000101001100,1163e51ae0e00231550930441460c423e02c0f40b3006
412,117,000110111001110100010101111111010000011100000010010110100011111000111101000101011000001111000111101111001110011101010,0c904c05c22a0791780491a00182a10e81e50ca0791ba
413,74,10011011001011111111100111011001001100110101110100110110001110010101000011,06609320202f0b10c90374530593870de00e09d07d0e4
414,109,0110000100001011101000001100000111010110100111000101000010011101011111010110011011001001111011111001010101100,0e008e1902150223b407509d01e0c324c1f003802c07c
415,96,110001001100010110011101001110100010111100010010100000000011010000011001101011011111011101010010,08609a12a06f22e0850cc01f0990f22820930f50ba353
416,88,0000100011000101111100010010001111001100001011101010110110110110101100000111110110010001,00e1ee1051b00a310527b2dd0360480fa06e09f1a701a
417,87,000000101010000110011110100111111110001001111110001101011000011110101011000011100000101,43d00d00005902d0b028b10708a05b0d12ae07a1610a9
418,101,11101011011110110110100111101111011100111110101000010111101001110011101111010110110000110101011000010,0120200be1c70a81120be0820b839b39701b01019a098
419,89,01100000101000001110110010010011100000100000010010001111001101111111001011000100010110100,0bc16d0a11f81900a60060df2320a30e427e10c0190bf
420,86,11110110111001011101010101011101111010010111110110100111101100010000001111011101011111,02d19b0c253316608313d07400618405d0fc0de0030e0
421,79,0111110100000110001000101011001110101110001100000100110000001110110101101111100,1cf3640060b20f61041bf23b14109f0c004c107023003
422,119,00110110100111010011011110011001100100001001110111001000100110110101000111110110110111010110101111011001110100000111100,1040941d618a05f0190de00122417c1db0cc1de0940f1
423,99,100010000100011010100001110101110101111000111100111011011011111111010001101010101101111011110001000,06806b1880423f705f05502b04a0ab17d10a09624a22b
424,125,10011111101011000001111110000100101011101100001111111110101010110100100101000010101001101100000001111010010011111001110110010,01902c0b22510af1f90e409f0b125f0db0940323ae027
425,66,111110010111011110110111010010001110001001101000100010111000111010,07c0f902d27c1900020ee14e0203af15413a0910670b9
426,71,00001011011011011110101101110011010101111010000100000011100100101011110,02009701726d4b402115803c0d60d60ec19d05016f061
427,127,0111101101100011011000010110101010111000111010010001111110011001011101000100111111110001100111011010111011011010111101001000111,3ee1000330ce0f722002105a01c06d06c0970521b12e8
428,120,110001101011000111101111111110101100101111000111100001111001010000001110010110011100111100101100100001100101001001001111,07b17011d00524a3880160261cf01207501b08b17d265
429,98,11100111001101000010010011100111000011000011111101111110110101011011011000011001010111000011000100,0520c11ef19c0ca15c0e404904217e0430cb1c326710f
430,79,0111111001111010010011100100111011101110110010100101111101100000010101111010111,0b60662471a31290ea08a0fa0310b24f510200901e05c
431,65,01010010001111100100011011111011000101010010010001010100011100000,1e50c325105a0190ef27402d0f910d03905e1ce0bc1d4
432,108,001001111011010101110010010001001011010110001001111000111101110000111101100110011100011101010111011100101100,2081d30b704e18406012314c04416702520827800806f
433,100,1010010101111001101111101111011111011101000011011100101100100011010001100101011010000100101011111001,07f0fb13405f21313617304806839902514505819f085
434,86,00111011101000101100110001100011001110111000011110111000011011111010110110000011000010,3b71570092ec1fe07e04708101309813c111095111015
435,128,10011100110101111111000111101101001011101100010110011010011001010010011011001110101110111010101101000101001010100111101100010100,03a11118b04213d0af01713e2b91a41ee05905325a04f
436,124,1101110111101110100010001111010001011101100001010110001110010001011000011001101011110000100100111111001100100110110110010101,0930310a42230420370cf14155d0f60ec01a00a029257
437,103,0011010100111000010100000010101000100111011001101110110001101101000110010001110011111100100010101101111,0f51871c20323180801d30e317a0fd06104a0231e5011
438,71,00011101110011011011001000010100011100000000010110010010100010100010111,0461d70ed16f0520c90540320c30e951d113001000200
439,88,0010110001000011110110100110111100010010011010010000001010111001100011110010010010010111,25204c2fd34506f11903e03c01409d03910b02906c28e
440,77,00110111001110001010000000101001011001000011111100100010011011100010100101101,13e4df11825a0560bd09100407000b26c0750790c5028
